Day,Search term,Match type,Added/Excluded,Ad group,Keyword,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conv. rate,Conversions,Cost / conv.
2026-04-12,vakantiewoningen voor groepen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,villa met zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuis met prive zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,wellness huisje vakantiepark,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[wellness huisje vakantiepark],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantiehuisje 6 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[6 personen vakantiewoning],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,bungalow 10 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[bungalow 10 personen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-08,familie vakantiehuis,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > familie,[familievakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,vakantiehuisje 4 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[4 personen huisje huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,groepsaccommodatie 20 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[vakantiehuis 20 personen],3,14,21.43%,EUR,1.93,5.80,0.00%,0.00,0.00
2026-04-05,vakantiehuizen 10 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[vakantiehuizen 10 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantiehuis kindvriendelijk,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantiehuis met kinderen],1,1,100.00%,EUR,1.94,1.94,0.00%,0.00,0.00
2026-04-07,vakantie park met jacuzzi,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[vakantiepark hottub],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,wellness huisje huren 2 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > wellness,[wellness huisje 2 personen],1,1,100.00%,EUR,1.76,1.76,0.00%,0.00,0.00
2026-04-08,bungalowpark met subtropisch zwembad,Exact match,Added,LDL | NL | S | GE | Accommodations > zwembad,[bungalowpark met subtropisch zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,vakantiepark 20 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[vakantiehuis 20 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,vakantiehuis voor 10 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[vakantiehuis voor 10 personen],2,4,50.00%,EUR,1.26,2.52,0.00%,0.00,0.00
2026-04-13,vakantiehuis 7 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 5-8 persoons,[vakantiehuis 7 personen],2,2,100.00%,EUR,1.94,3.88,0.00%,0.00,0.00
2026-04-02,vakantiepark met peuter en baby,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantiepark kleine kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,groepsaccommodatie 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[16 persoons vakantiehuis],0,6,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,vakantiepark netherlands,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiepark,[vakantiepark],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,vakantiehuizen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiewoning],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,bungalows 2 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[2 personen bungalow],3,2,150.00%,EUR,1.04,3.12,0.00%,0.00,0.00
2026-04-07,vakantiehuisje 8 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 5-8 persoons,[vakantiehuisje 8 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,huisje voor 2 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[2 personen huisje],1,3,33.33%,EUR,1.97,1.97,0.00%,0.00,0.00
2026-04-11,villa huren 8 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[8 personen vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,huis huren 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[16 persoons vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,familiehuis huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuis huren],1,2,50.00%,EUR,2.00,2.00,0.00%,0.00,0.00
2026-04-13,nachtje weg kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],1,4,25.00%,EUR,1.62,1.62,0.00%,0.00,0.00
2026-04-02,wellness huisje,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[wellness huisje],10,66,15.15%,EUR,1.87,18.69,0.00%,0.00,0.00
2026-04-10,holiday park,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiepark,[vakantiepark],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,overnachting met peuter,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,bijzondere overnachting met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,villa met zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuis met prive zwembad],1,2,50.00%,EUR,1.99,1.99,0.00%,0.00,0.00
2026-04-06,groepshuis 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[16 persoons vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,vakantiepark bungalow,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,kinder vakantiepark,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,1 persoons vakantiehuisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[vakantiehuisje 1 persoon],1,2,50.00%,EUR,1.80,1.80,0.00%,0.00,0.00
2026-04-12,huisje huren 6 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[6 personen huisje huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,accommodatie met prive zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huisje met prive zwembad],1,1,100.00%,EUR,1.96,1.96,0.00%,0.00,0.00
2026-03-31,leuke nachtjes weg met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[logeren met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,12 persoons huisje huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 personen vakantiewoning],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,vakantiewoning te huur,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiewoning huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,accomodaties,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[accommodatie],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,huis 20 personen huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[vakantiehuis 20 personen],1,1,100.00%,EUR,1.97,1.97,0.00%,0.00,0.00
2026-04-09,leuke vakantieparken voor kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantieparken kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,reizen met dieren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > huisdier,[reizen met huisdieren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,knus vakantiehuisje 2 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[vakantiehuisje voor 2 personen],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiehuis 4 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[4 personen vakantiehuisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiebungalow,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[bungalow],0,4,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantiehuis huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiewoning],3,17,17.65%,EUR,1.69,5.08,0.00%,0.00,0.00
2026-04-12,groepsaccommodatie 11 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[11 personen vakantiehuis],1,2,50.00%,EUR,1.95,1.95,0.00%,0.00,0.00
2026-04-06,vakantiepark 10 persoons huisje,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[vakantiepark 10 persoons huisje],1,4,25.00%,EUR,1.97,1.97,0.00%,0.00,0.00
2026-04-11,huis huren grote groep,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,vakantiepark met 10 persoons huis,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[10 personen vakantiepark],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-08,groepsaccommodatie 40 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[40 personen huisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,huisje 9 personen weekend,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[9 persoons vakantiehuis],1,1,100.00%,EUR,1.93,1.93,0.00%,0.00,0.00
2026-04-04,wellness huisjes,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[wellness huisjes],1,4,25.00%,EUR,1.97,1.97,0.00%,0.00,0.00
2026-04-13,mooie vakantiehuisjes,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiehuisjes],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,vakantiehuis 15 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 14-19 persoons,[vakantiehuis 15 personen],4,7,57.14%,EUR,1.89,7.55,0.00%,0.00,0.00
2026-04-06,familiehuis 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[16 persoons vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,leukste vakantiehuisjes met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantiehuisje met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantiehuisje boeken,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantie huisjes],0,7,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,vakantiepark kinder,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,groepshuis 15 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[vakantiehuis 15 personen],2,1,200.00%,EUR,1.53,3.06,0.00%,0.00,0.00
2026-04-09,huisje met prive zwembad,Exact match,Added,LDL | NL | S | GE | Accommodations > zwembad,[huisje met prive zwembad],2,10,20.00%,EUR,1.96,3.91,0.00%,0.00,0.00
2026-04-02,14 persoons vakantiehuis,Exact match,Added,LDL | NL | S | GE | Accommodations > 14-19 persoons,[14 persoons vakantiehuis],2,7,28.57%,EUR,1.99,3.98,0.00%,0.00,0.00
2026-04-06,vakantie huis huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantie huisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,groepsverblijven,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,luxe vakantiehuis met prive zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuizen met prive zwembad],1,4,25.00%,EUR,1.90,1.90,0.00%,0.00,0.00
2026-04-12,huis huren 10 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[vakantiehuis voor 10 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,bungalow met zwembad,Exact match,Added,LDL | NL | S | GE | Accommodations > zwembad,[bungalow met zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantie kinderpark,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantieparken kinderen],1,1,100.00%,EUR,1.98,1.98,0.00%,0.00,0.00
2026-04-03,vakantiewoning 14 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[14 personen vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,vakantieparken met zwemparadijs,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiepark met zwemparadijs],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,vakantie voor 2,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[2 personen reizen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,vakantiewoningen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantie huisjes],1,1,100.00%,EUR,1.92,1.92,0.00%,0.00,0.00
2026-04-05,ferienpark,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiepark,[vakantieparken],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,huisje 10 personen huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[huisje huren 10 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,vakantie huis huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantie huisje],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-08,huisjes met prive zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuisje met prive zwembad],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,huisje met hot tub,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[huisje hottub],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,weekend weg 14 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[14 personen huisje huren],2,2,100.00%,EUR,1.06,2.12,0.00%,0.00,0.00
2026-04-12,vakantiehuizen 7 slaapkamers,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[7 personen vakantiehuisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,vakantiehuizen huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantie huisjes],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,vakantiehuisje 6 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[6 personen vakantiehuisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,leuk overnachten met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],0,4,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,groepsaccommodaties,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepsaccommodatie],2,23,8.70%,EUR,1.94,3.88,0.00%,0.00,0.00
2026-04-13,leuk bungalowpark voor kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,jacuzzi overnachting,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[accommodatie met bubbelbad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,vakantiepark grote groepen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepsbungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,vakantiehuis 10 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[vakantiehuis 10 personen],4,17,23.53%,EUR,1.91,7.64,0.00%,0.00,0.00
2026-04-09,huisjes met bubbelbad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[vakantiehuis met bubbelbad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiehuis met kind,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[huisje huren met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,wellness lodge,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > wellness,[wellnesshuisje],1,4,25.00%,EUR,1.97,1.97,0.00%,0.00,0.00
2026-04-01,12 personen huis huren,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 personen huis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiehuis groot,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[grote vakantiehuizen],1,1,100.00%,EUR,1.93,1.93,0.00%,0.00,0.00
2026-04-09,groepsaccommodaties 12 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 persoons vakantiehuis],1,3,33.33%,EUR,1.94,1.94,0.00%,0.00,0.00
2026-04-09,vakantiepark 18 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[18 personen bungalowpark],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,huisje met sauna aan zee,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > sauna,[strandhuisje met sauna],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,nachtje weg met kind,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],0,7,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,kindvriendelijke vakantie,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[reizen met kinderen],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,huisje met privé zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huisje met prive zwembad],1,1,100.00%,EUR,1.97,1.97,0.00%,0.00,0.00
2026-04-02,te huur vakantiewoning,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiewoning huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,villa huren zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuis met zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantiehuis 12,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 personen huisje],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantie bungalows,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,huis huren voor 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[vakantiehuis 16 personen],2,1,200.00%,EUR,0.70,1.40,0.00%,0.00,0.00
2026-04-03,vakantiepark huisje 10 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[10 personen bungalowpark],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,vakantiepark met kinderen,Exact match,Added,LDL | NL | S | GE | Accommodations > kinderen,[vakantiepark met kinderen],1,8,12.50%,EUR,1.98,1.98,0.00%,0.00,0.00
2026-04-11,bijzonder nachtje weg met kind,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],0,4,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,logeren met kinderen,Exact match,Added,LDL | NL | S | GE | Accommodations > kinderen,[logeren met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,kamperen glamping,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > glamping,[glamping],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantiehuisjes 6 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[6 personen huis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,huis zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huisje met zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,bijzondere overnachtingen met kids,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,familie vakantiehuis,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > familie,[familievakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,wellness villa huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > wellness,[wellness villa],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,bungalow 20 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 20+ persoons,[bungalow 20 personen],2,2,100.00%,EUR,1.69,3.38,0.00%,0.00,0.00
2026-04-09,vakantiehuis 10 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[vakantiehuis 10 personen],1,16,6.25%,EUR,1.94,1.94,100.00%,1.00,1.94
2026-04-12,huisje vakantie,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantie huisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,bungal,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,huisjes,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantie huisjes],0,4,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,villa met zwembad huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huis met zwembad huren],1,7,14.29%,EUR,1.99,1.99,0.00%,0.00,0.00
2026-04-11,met een groep op vakantie,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepsreizen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,familiehuis te huur,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > familie,[familie huis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,overnachting met kind,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[accommodatie met kinderen],1,1,100.00%,EUR,1.01,1.01,0.00%,0.00,0.00
2026-04-13,vakantiehuis 12 persoons,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 persoons vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,groot huis voor familieweekend,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,leuke vakantieparken voor kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,hottub huisje huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[huisjes met hottub],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,kinder vakantie,Exact match,Added,LDL | NL | S | GE | Accommodations > kinderen,[kinder vakantie],1,2,50.00%,EUR,2.00,2.00,0.00%,0.00,0.00
2026-04-04,bungalow 4 slaapkamers,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[4 personen bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiehuis 7 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 5-8 persoons,[vakantiehuis 7 personen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiepark zwemparadijs,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[parken met zwemparadijs],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,beste vakantiepark met subtropisch zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiepark met subtropisch zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantiehuis huren 20 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[20 persoons vakantiehuis],0,4,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,vakantiepark met baby,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantiepark met kleine kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,groot familiehuis huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuis huren],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiehuisjes 6 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[6 personen vakantiewoning],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,vakantiehuis grote groep,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > familie,[familie huis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,familiebungalow 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[16 persoons vakantiehuis],1,1,100.00%,EUR,1.38,1.38,0.00%,0.00,0.00
2026-04-12,vakantiewoning boeken,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiewoning],1,1,100.00%,EUR,1.96,1.96,0.00%,0.00,0.00
