booking_date,bookings,rental_revenue,guests,booked_nights,avg_adr,temp_max,temp_min,temp_mean,rain_mm,year,month,day_of_week,week_of_year,bookings_month_avg,bookings_dow_avg,bookings_vs_month_avg,bookings_vs_dow_avg
2023-10-10,2441,1301397.8542,9828,11322,123.33514398338573,21.2,13.1,17.0,0.0,2023,10,1,41,2294.0,2273.502923976608,1.0640802092414996,1.0736735696519013
2023-10-11,2653,1333382.8148,10638,11850,119.18948958465158,20.2,15.4,17.7,0.8,2023,10,2,41,2294.0,2336.3274853801167,1.1564952048823016,1.1355428622919963
2023-10-12,2481,1186102.3944,9504,12570,111.09339778169748,17.5,14.4,16.0,24.0,2023,10,3,41,2294.0,2180.33918128655,1.0815170008718396,1.137896351766719
2023-10-13,2294,1189433.8418,9179,11074,117.66300538069702,21.8,15.9,18.1,17.2,2023,10,4,41,2294.0,2145.7719298245615,1.0,1.0690791356318832
2023-10-14,2098,1086185.4571,8546,9307,121.01894287264903,16.5,8.4,12.2,8.5,2023,10,5,41,2294.0,2058.5555555555557,0.9145597210113339,1.019161224159335
2023-10-15,3126,1744175.5931,13043,14183,129.98183813231503,10.6,6.7,8.4,6.2,2023,10,6,41,2294.0,3028.8720930232557,1.3626852659110724,1.0320673518041485
2023-10-16,2587,1323403.9546,10629,12226,120.91862009905768,12.8,6.3,9.0,0.0,2023,10,0,42,2294.0,2627.7848837209303,1.1277244986922406,0.9844793674042378
2023-10-17,2163,1145739.5542,8802,10895,120.82407030496242,12.6,6.3,8.8,0.0,2023,10,1,42,2294.0,2273.502923976608,0.9428945074106364,0.9513953015801158
2023-10-18,2224,1160248.7149,8854,10317,122.89144896350572,13.5,5.7,9.4,3.3,2023,10,2,42,2294.0,2336.3274853801167,0.969485614646905,0.9519213440397286
2023-10-19,2135,1189606.8188,8648,10298,124.87990625369864,17.4,11.2,14.6,6.0,2023,10,3,42,2294.0,2180.33918128655,0.9306887532693985,0.979205445796834
2023-10-20,2105,1110366.361,8540,10150,123.05243694188664,13.8,9.3,12.4,13.9,2023,10,4,42,2294.0,2145.7719298245615,0.9176111595466434,0.9809989452942955
2023-10-21,1992,1080986.423,8137,9114,125.83043103697467,15.1,12.2,13.2,2.1,2023,10,5,42,2294.0,2058.5555555555557,0.8683522231909329,0.9676688076860798
2023-10-22,2719,1577240.2944,11516,12436,133.49721330302046,14.2,8.6,12.2,5.0,2023,10,6,42,2294.0,3028.8720930232557,1.1852659110723627,0.8976938994099424
2023-10-23,2415,1350075.9108,9656,12280,122.38443680748712,13.9,6.2,10.3,1.5,2023,10,0,43,2294.0,2627.7848837209303,1.0527462946817785,0.9190249989490662
2023-10-24,2136,1067469.7255,8314,10303,114.47004276058117,12.7,9.9,11.4,8.1,2023,10,1,43,2294.0,2273.502923976608,0.9311246730601569,0.9395193546810574
2023-10-25,2233,1216919.5908,9021,10714,125.8214649061332,10.9,8.1,9.8,10.0,2023,10,2,43,2294.0,2336.3274853801167,0.9734088927637314,0.9557735437233426
2023-10-26,1869,989505.9575,7351,9126,118.41173139126757,11.8,6.4,9.0,0.4,2023,10,3,43,2294.0,2180.33918128655,0.8147340889276373,0.8572060787795235
2023-10-27,1867,1015214.1808,7562,9562,123.00733241886348,11.5,9.1,10.0,18.3,2023,10,4,43,2294.0,2145.7719298245615,0.8138622493461203,0.8700831500543704
2023-10-28,1747,982600.9066,7172,8206,129.5914182576378,13.6,8.6,10.8,3.2,2023,10,5,43,2294.0,2058.5555555555557,0.7615518744551003,0.8486533167809143
2023-10-29,2710,1567014.4838,11365,12925,133.49504699757657,15.2,11.1,12.8,10.9,2023,10,6,43,2294.0,3028.8720930232557,1.181342632955536,0.8947224962857461
2023-10-30,2278,1217596.1521,9004,11531,119.56748710629344,14.2,9.9,11.4,9.5,2023,10,0,44,2294.0,2627.7848837209303,0.993025283347864,0.8668898333772144
2023-10-31,1990,1079799.6783,8089,9681,122.07976088197938,12.9,9.8,10.8,16.7,2023,10,1,44,2294.0,2273.502923976608,0.8674803836094158,0.8753012714491125
2023-11-01,2016,1071445.4635,8005,10875,121.87821923244736,14.4,10.0,11.8,4.9,2023,11,2,44,1840.7666666666667,2336.3274853801167,1.0951958423120802,0.8628927291295381
2023-11-02,1854,1021846.7422,7375,9057,124.85285609633809,13.4,9.0,11.0,4.8,2023,11,3,44,1840.7666666666667,2180.33918128655,1.0071890335548594,0.8503264152259158
2023-11-03,1782,950328.463,6935,9582,115.97948836868687,11.6,8.1,9.4,11.7,2023,11,4,44,1840.7666666666667,2145.7719298245615,0.968074896329428,0.8304703660401115
2023-11-04,1685,937409.2509,7012,8001,128.6364799139611,10.2,7.3,8.9,5.2,2023,11,5,44,1840.7666666666667,2058.5555555555557,0.9153794614562772,0.818535110919199
2023-11-05,4105,1791256.0629,15993,18904,100.2134271573482,11.6,8.1,9.7,7.7,2023,11,6,44,1840.7666666666667,3028.8720930232557,2.2300490737555005,1.3552899805361578
2023-11-06,2814,1293722.2736,10719,13696,104.16923271023887,10.9,8.4,9.4,0.2,2023,11,0,45,1840.7666666666667,2627.7848837209303,1.5287108632272786,1.0708639118189118
2023-11-07,2177,1080449.3044,8675,10945,109.04445303081977,11.2,7.2,8.9,0.9,2023,11,1,45,1840.7666666666667,2273.502923976608,1.182659399163392,0.95755319997222
2023-11-08,2187,1085291.6862,8709,10241,116.453819277826,10.6,7.2,8.9,10.3,2023,11,2,45,1840.7666666666667,2336.3274853801167,1.1880919182224798,0.9360845231182043
2023-11-09,1985,950148.8144,7707,9705,107.99253280947885,10.9,7.4,9.7,12.9,2023,11,3,45,1840.7666666666667,2180.33918128655,1.0783550332289082,0.9104088102607567
2023-11-10,1854,926855.0643,7207,9226,110.90614309071188,8.7,6.5,7.4,6.6,2023,11,4,45,1840.7666666666667,2145.7719298245615,1.0071890335548594,0.8640247242639544
2023-11-11,1640,883510.5684,6439,7875,119.88956725603528,9.6,5.2,7.0,0.4,2023,11,5,45,1840.7666666666667,2058.5555555555557,0.8909331256903826,0.7966751227937604
2023-11-12,2724,1459950.4791,11020,12807,120.98980723024738,8.9,3.2,6.1,0.0,2023,11,6,45,1840.7666666666667,3028.8720930232557,1.4798181916954891,0.8993446789233847
2023-11-13,2284,1176692.7908,8933,11801,114.80388477764303,14.9,3.8,9.5,6.2,2023,11,0,46,1840.7666666666667,2627.7848837209303,1.2407873530956304,0.8691731253000692
2023-11-14,1895,1052993.2238,7885,9462,123.97183181494422,12.6,9.6,11.1,12.9,2023,11,1,46,1840.7666666666667,2273.502923976608,1.029462361697119,0.8335155323598332
2023-11-15,2271,1222523.85,9118,10586,123.17014229025656,11.4,8.8,9.8,1.0,2023,11,2,46,1840.7666666666667,2336.3274853801167,1.2337250783188165,0.972038386831935
2023-11-16,1698,826018.2665,6613,8072,110.47348343925172,10.1,4.9,7.7,4.3,2023,11,3,46,1840.7666666666667,2180.33918128655,0.9224417362330913,0.7787779142683954
2023-11-17,1686,833678.279,6390,8142,107.77871520346396,9.1,2.8,5.2,0.1,2023,11,4,46,1840.7666666666667,2145.7719298245615,0.915922713362186,0.7857312217416543
2023-11-18,1942,911722.1278,7499,8746,108.94788997301929,12.9,4.4,7.2,13.1,2023,11,5,46,1840.7666666666667,2058.5555555555557,1.0549952012748312,0.943379931991148
2023-11-19,2633,1272798.5621,10304,12118,109.91894087665209,13.1,11.1,12.0,4.1,2023,11,6,46,1840.7666666666667,3028.8720930232557,1.4303822682577911,0.8693004917787341
2023-11-20,1881,1015789.34,7268,9759,120.19694542497344,11.9,7.6,10.1,3.4,2023,11,0,47,1840.7666666666667,2627.7848837209303,1.0218568350143962,0.7158120178149869
2023-11-21,1458,755342.75,5721,7084,117.67196889752988,10.2,5.0,8.1,0.6,2023,11,1,47,1840.7666666666667,2273.502923976608,0.7920612788149866,0.6413011325491488
2023-11-22,1391,809111.1698,5536,6810,134.77484035607085,7.4,0.4,4.1,0.1,2023,11,2,47,1840.7666666666667,2336.3274853801167,0.7556634011190989,0.5953788622118986
2023-11-23,1490,846177.2341,5720,7787,121.6225545009814,12.6,7.8,11.1,1.1,2023,11,3,47,1840.7666666666667,2180.33918128655,0.8094453398040672,0.6833799129917014
2023-11-24,1728,925399.8663,6658,8338,123.03534325639139,10.2,5.6,7.0,2.5,2023,11,4,47,1840.7666666666667,2145.7719298245615,0.9387392934103543,0.8053045973722293
2023-11-25,1386,844509.3107,5509,6679,134.11040349981215,7.9,3.7,5.8,1.2,2023,11,5,47,1840.7666666666667,2058.5555555555557,0.7529471415895551,0.6732876342635072
2023-11-26,2122,1338315.0716,8744,10103,141.11559536495196,7.1,3.0,5.1,1.8,2023,11,6,47,1840.7666666666667,3028.8720930232557,1.1527805443384098,0.7005908255049274
2023-11-27,1794,1042110.1825,7143,9486,130.68020731962227,6.6,1.5,4.6,22.6,2023,11,0,48,1840.7666666666667,2627.7848837209303,0.9745939192003332,0.682704284933592
2023-11-28,1401,817707.4429,5506,6927,129.5231215903885,3.7,-0.2,1.8,0.9,2023,11,1,48,1840.7666666666667,2273.502923976608,0.7610959201781866,0.6162296890955812
2023-11-29,1460,855565.3948,6036,7170,131.09064689161872,4.0,-2.3,1.7,7.1,2023,11,2,48,1840.7666666666667,2336.3274853801167,0.7931477826268041,0.624912393119606
2023-11-30,1476,905857.1751,5559,8370,123.0317561240412,3.0,-2.8,0.1,0.1,2023,11,3,48,1840.7666666666667,2180.33918128655,0.8018398131213443,0.676958893675001
2023-12-01,1301,703603.9468,4937,6710,116.39822236357982,0.8,-4.2,-1.7,0.0,2023,12,4,48,1692.1182795698924,2145.7719298245615,0.7688587823368305,0.6063086117947166
2023-12-02,1205,749062.1229,4812,5829,140.55631478115905,2.3,-4.7,-1.9,0.8,2023,12,5,48,1692.1182795698924,2058.5555555555557,0.7121251596586324,0.5853619042478545
2023-12-03,1738,1148985.7378,7344,8585,146.7850283682253,1.8,-2.2,-0.1,3.0,2023,12,6,48,1692.1182795698924,3028.8720930232557,1.0271149605698782,0.573810958872556
2023-12-04,1649,1039194.8677,6610,8805,132.4172794059433,3.8,0.9,2.3,5.3,2023,12,0,49,1692.1182795698924,2627.7848837209303,0.9745181645452986,0.6275247301312671
2023-12-05,1390,991868.7549,5791,8331,133.43526949620647,2.8,1.5,2.1,5.4,2023,12,1,49,1692.1182795698924,2273.502923976608,0.82145557836141,0.6113913403589278
2023-12-06,1501,911135.998,5949,7581,133.99978853253964,6.1,-1.1,2.6,0.1,2023,12,2,49,1692.1182795698924,2336.3274853801167,0.8870538295830765,0.6424613027894032
2023-12-07,1350,815704.4895,5347,7090,128.13053929372504,2.8,-1.6,0.5,0.0,2023,12,3,49,1692.1182795698924,2180.33918128655,0.7978165689121608,0.6191697198246959
2023-12-08,1336,874676.0816,5359,6791,135.8440341264986,7.8,1.4,4.7,2.3,2023,12,4,49,1692.1182795698924,2145.7719298245615,0.7895429156049236,0.6226197581535291
2023-12-09,1270,832440.9167,5283,6244,144.58875021366907,10.6,5.3,7.3,7.8,2023,12,5,49,1692.1182795698924,2058.5555555555557,0.7505385500136624,0.6169374426512657
2023-12-10,1895,1286102.2092,7728,9296,146.5020549274466,11.1,8.2,9.4,3.1,2023,12,6,49,1692.1182795698924,3028.8720930232557,1.1198980726581813,0.6256454355946454
2023-12-11,1746,1164187.917,7146,9522,140.340866098265,9.8,7.3,8.8,2.3,2023,12,0,50,1692.1182795698924,2627.7848837209303,1.031842762459728,0.6644379495507534
2023-12-12,1339,914121.7254,5522,6877,143.03580685761742,9.5,3.7,7.0,8.4,2023,12,1,50,1692.1182795698924,2273.502923976608,0.7913158413136173,0.5889589962162621
2023-12-13,1516,912014.3599,6078,7643,135.7072507347783,9.4,6.2,7.5,1.4,2023,12,2,50,1692.1182795698924,2336.3274853801167,0.895918458126545,0.6488816355954264
2023-12-14,1321,769275.8823,4991,7094,122.2639391094318,6.8,4.1,5.2,0.0,2023,12,3,50,1692.1182795698924,2180.33918128655,0.7806782870614551,0.6058690369543877
2023-12-15,1238,730476.0935,4817,6875,126.30242325728054,9.5,4.7,6.3,0.1,2023,12,4,50,1692.1182795698924,2145.7719298245615,0.731627342454263,0.5769485483488541
2023-12-16,1234,774301.0701,5001,5946,136.5673808245781,10.4,4.2,7.2,0.0,2023,12,5,50,1692.1182795698924,2058.5555555555557,0.7292634415093381,0.5994494521509148
2023-12-17,1915,1281645.9417,7922,9392,145.18889963280407,10.4,5.2,8.5,0.0,2023,12,6,50,1692.1182795698924,3028.8720930232557,1.1317175773828059,0.6322485536484147
2023-12-18,1617,1031943.1099,6129,8619,129.24240857880653,7.8,5.0,6.4,0.0,2023,12,0,51,1692.1182795698924,2627.7848837209303,0.9556069569858993,0.6153471732093747
2023-12-19,1397,889871.2524,5568,7426,131.78054618423187,9.1,6.7,8.1,12.4,2023,12,1,51,1692.1182795698924,2273.502923976608,0.8255924050150286,0.61447028955498
2023-12-20,1274,793306.9446,4875,6483,134.28480032191095,9.4,5.8,7.5,3.5,2023,12,2,51,1692.1182795698924,2336.3274853801167,0.7529024509585873,0.5453002663249165
2023-12-21,1268,779782.5554,4747,6927,124.29309150637248,11.2,6.8,9.4,5.7,2023,12,3,51,1692.1182795698924,2180.33918128655,0.7493565995411999,0.581560892398307
2023-12-22,1493,905785.803,5969,8035,128.0820103415256,9.3,6.0,7.6,6.0,2023,12,4,51,1692.1182795698924,2145.7719298245615,0.8823260276932268,0.6957869003916309
2023-12-23,1317,925759.0912,5145,6877,141.13188990751735,10.2,7.2,9.1,3.4,2023,12,5,51,1692.1182795698924,2058.5555555555557,0.7783143861165301,0.6397689858045015
2023-12-24,1366,915089.359,5374,6772,142.6824770003794,11.7,9.0,10.6,9.9,2023,12,6,51,1692.1182795698924,3028.8720930232557,0.8072721726918605,0.4509929630724462
2023-12-25,1143,835152.8582,4993,5569,160.85306554220472,11.6,10.1,10.9,8.8,2023,12,0,52,1692.1182795698924,2627.7848837209303,0.6754846950122961,0.43496711130384375
2023-12-26,1530,1167210.4016,7010,7550,166.0186811816738,11.0,2.8,8.2,8.9,2023,12,1,52,1692.1182795698924,2273.502923976608,0.9041921114337822,0.6729703242799709
2023-12-27,2108,1585691.7395,8952,11324,154.99525526835217,9.4,3.2,6.9,4.4,2023,12,2,52,1692.1182795698924,2336.3274853801167,1.2457757979754334,0.9022707703398146
2023-12-28,2113,1586808.2792,8794,11766,147.79078956040607,11.2,9.1,10.3,0.2,2023,12,3,52,1692.1182795698924,2180.33918128655,1.2487306741565896,0.969115272584876
2023-12-29,2137,1426814.8453,8542,10993,131.42614220175568,10.6,7.8,9.3,9.5,2023,12,4,52,1692.1182795698924,2145.7719298245615,1.262914079826139,0.9959119933937812
2023-12-30,1748,1205263.764,7075,9120,137.5386941890577,9.1,5.7,7.5,0.8,2023,12,5,52,1692.1182795698924,2058.5555555555557,1.0330247129321903,0.8491390942948129
2023-12-31,2439,1339576.2854,8897,12039,111.00248745904155,9.9,7.7,8.7,4.5,2023,12,6,52,1692.1182795698924,3028.8720930232557,1.4413886011679704,0.8052502466571715
2024-01-01,2503,1584061.4235,9842,12559,131.11295059846702,8.4,5.5,7.0,3.5,2024,1,0,1,3263.1451612903224,2627.7848837209303,0.7670513802733362,0.9525132804842702
2024-01-02,3567,2554183.7856,13631,23671,129.72824914236307,12.0,6.3,9.9,20.4,2024,1,1,1,3263.1451612903224,2273.502923976608,1.0931171687714702,1.568944540331148
2024-01-03,3290,2202627.3389,12784,18405,130.31646407176677,10.0,6.9,8.7,8.3,2024,1,2,1,3263.1451612903224,2336.3274853801167,1.0082297407508094,1.4081929954544545
2024-01-04,3359,2644674.3953,13522,24168,126.33810619821328,8.4,5.9,7.3,4.9,2024,1,3,1,3263.1451612903224,2180.33918128655,1.0293749845537898,1.540585991771225
2024-01-05,2784,2033304.4676,10983,17391,130.60375319274868,8.2,5.6,6.9,7.4,2024,1,4,1,3263.1451612903224,2145.7719298245615,0.8531646195289524,1.2974351846552583
2024-01-06,2607,1934182.4836,10742,14061,148.69293650755571,5.3,1.8,3.8,0.2,2024,1,5,1,3263.1451612903224,2058.5555555555557,0.7989224723821764,1.2664219787337399
2024-01-07,3834,2774749.6817,15456,20245,143.31157162447636,1.4,-2.8,-0.0,0.3,2024,1,6,1,3263.1451612903224,3028.8720930232557,1.1749400687047427,1.2658177309075833
2024-01-08,3358,2740696.3231,13461,22418,131.81328756507625,-0.1,-3.3,-1.9,0.0,2024,1,0,2,3263.1451612903224,2627.7848837209303,1.029068531745051,1.2778823794910825
2024-01-09,2817,1967226.4719,11187,17001,130.55183079557077,-1.2,-5.8,-3.8,0.0,2024,1,1,2,3263.1451612903224,2273.502923976608,0.8632775622173344,1.239057126468417
2024-01-10,3003,2127548.1977,12107,17725,134.4397928911,-0.1,-5.3,-3.5,0.0,2024,1,2,2,3263.1451612903224,2336.3274853801167,0.9202777846427601,1.2853506277658744
2024-01-11,2790,1846390.5371,10758,15990,127.80605314713804,2.2,-6.0,-2.1,0.0,2024,1,3,2,3263.1451612903224,2180.33918128655,0.8550033363813855,1.2796174209710383
2024-01-12,2667,1763413.453,10458,14501,131.92392794946363,5.3,-1.6,2.2,0.0,2024,1,4,2,3263.1451612903224,2145.7719298245615,0.8173096409065073,1.2429093525415136
2024-01-13,3224,2196109.075,12615,17067,133.6567004439957,4.9,2.7,3.8,0.1,2024,1,5,2,3263.1451612903224,2058.5555555555557,0.9880038553740454,1.5661467048091973
2024-01-14,4653,3236401.5109,18584,23952,139.97914222430623,4.4,1.9,3.1,2.1,2024,1,6,2,3263.1451612903224,3028.8720930232557,1.425924919061859,1.5362154152094378
2024-01-15,3146,2252938.368,12556,17469,141.93558052350076,2.9,0.7,1.6,5.5,2024,1,0,3,3263.1451612903224,2627.7848837209303,0.9641005362924153,1.1972060648835454
2024-01-16,2721,2063054.0508,11022,16152,141.94632409097136,2.5,-2.0,0.3,1.9,2024,1,1,3,3263.1451612903224,2273.502923976608,0.833858092578405,1.1968315374939875
2024-01-17,2633,1889834.2085,10496,14371,137.97916156401016,-0.3,-3.3,-1.9,0.0,2024,1,2,3,3263.1451612903224,2336.3274853801167,0.8068902454093864,1.1269824185506319
2024-01-18,2542,1822247.2459,10142,15070,138.7594844073159,4.2,-3.7,-1.3,0.0,2024,1,3,3,3263.1451612903224,2180.33918128655,0.7790030398141512,1.1658736502180571
2024-01-19,2506,1692087.3794,9913,13362,137.6138865725663,5.3,-2.2,0.4,0.2,2024,1,4,3,3263.1451612903224,2145.7719298245615,0.7679707386995527,1.167878079290976
2024-01-20,2566,1922056.7211,10387,13673,148.8430999778223,1.3,-1.9,-0.8,0.0,2024,1,5,3,3263.1451612903224,2058.5555555555557,0.7863579072238835,1.2465051006638959
2024-01-21,4044,3073184.5394,16429,21707,150.74370857702337,6.2,-1.8,2.9,0.2,2024,1,6,3,3263.1451612903224,3028.8720930232557,1.2392951585399008,1.3351504704721613
2024-01-22,2966,1986190.2635,11489,16271,135.70257306174904,10.9,6.7,9.0,5.7,2024,1,0,4,3263.1451612903224,2627.7848837209303,0.9089390307194227,1.1287073071979008
2024-01-23,2946,1893992.1788,11331,15652,129.83336411758714,11.4,4.8,7.2,6.0,2024,1,1,4,3263.1451612903224,2273.502923976608,0.9028099745446457,1.2957977616528067
2024-01-24,3066,2110794.9323,12028,16154,139.9838685537354,12.6,7.6,10.1,1.5,2024,1,2,4,3263.1451612903224,2336.3274853801167,0.9395843115933075,1.3123160255511725
2024-01-25,2790,1739471.6911,10657,14617,128.20754369575872,9.3,2.8,6.5,0.9,2024,1,3,4,3263.1451612903224,2180.33918128655,0.8550033363813855,1.2796174209710383
2024-01-26,2728,1774302.3715,10376,14611,133.65456595878845,10.8,3.5,8.3,3.2,2024,1,4,4,3263.1451612903224,2145.7719298245615,0.8360032622395769,1.2713373504811583
2024-01-27,2755,1967392.3637,10998,14385,143.62654611788747,7.1,1.1,3.4,0.0,2024,1,5,4,3263.1451612903224,2058.5555555555557,0.8442774880755258,1.3383170507907378
2024-01-28,4137,2975007.4151,16064,22335,139.08666765783695,9.4,-0.2,3.9,0.0,2024,1,6,4,3263.1451612903224,3028.8720930232557,1.2677952697526136,1.3658549694221889
2024-01-29,3367,2215781.2888,13010,18333,133.4248796894472,10.4,3.5,6.3,0.0,2024,1,0,5,3263.1451612903224,2627.7848837209303,1.0318266070237008,1.2813073173753646
2024-01-30,2878,1854693.8378,11033,14949,132.57638326246908,10.8,6.1,8.1,0.5,2024,1,1,5,3263.1451612903224,2273.502923976608,0.8819711835504042,1.2658879694625857
2024-01-31,2932,1952875.3454,11435,15242,133.96398689041223,7.8,3.7,6.0,0.1,2024,1,2,5,3263.1451612903224,2336.3274853801167,0.8985196352223019,1.2549610524840307
2024-02-01,2574,1609885.0752,9584,13765,126.83675120694072,9.1,3.7,6.6,4.6,2024,2,3,5,2792.9646017699115,2180.33918128655,0.9216013687996071,1.180550265799087
2024-02-02,2688,1722998.5834,10342,13750,133.00735488774444,9.8,3.8,7.2,0.0,2024,2,4,5,2792.9646017699115,2145.7719298245615,0.9624182126392168,1.252696040356801
2024-02-03,2690,1927024.6824,10729,13778,144.20039604451796,10.9,8.5,9.6,1.1,2024,2,5,5,2792.9646017699115,2058.5555555555557,0.963134297618859,1.3067415123873265
2024-02-04,3856,2769131.38,15221,20159,143.47300367398415,10.9,9.1,9.9,4.1,2024,2,6,5,2792.9646017699115,3028.8720930232557,1.380611840750305,1.2730811607667296
2024-02-05,3121,1960059.6477,12067,16769,128.61806889756926,10.8,7.4,9.2,0.0,2024,2,0,6,2792.9646017699115,2627.7848837209303,1.1174506107317692,1.187692348538317
2024-02-06,2591,1699818.9119,10230,13625,133.89452353145805,11.6,9.2,10.1,5.1,2024,2,1,6,2792.9646017699115,2273.502923976608,0.9276880911265665,1.1396510524244474
2024-02-07,2811,1807868.714,10931,14277,133.163519931788,9.9,2.7,5.7,11.5,2024,2,2,6,2792.9646017699115,2336.3274853801167,1.0064574388872167,1.2031703678487755
2024-02-08,2477,1419480.2631,9017,12309,123.18915932697784,5.7,0.6,2.5,9.9,2024,2,3,6,2792.9646017699115,2180.33918128655,0.8868712472869568,1.1360617748190902
2024-02-09,2299,1352048.8289,8658,11497,124.59445709087028,12.8,8.5,10.4,9.4,2024,2,4,6,2792.9646017699115,2145.7719298245615,0.8231396840987943,1.0714092993974278
2024-02-10,2259,1466459.4481,8515,11473,130.31937811634447,12.8,7.2,9.7,0.3,2024,2,5,6,2792.9646017699115,2058.5555555555557,0.8088179845059489,1.097371403897015
2024-02-11,3461,2340671.7705,13426,18453,137.06698166752116,9.9,5.9,8.6,5.2,2024,2,6,6,2792.9646017699115,3028.8720930232557,1.2391850572709557,1.142669579204785
2024-02-12,2778,1753933.4082,10563,14442,128.1168317707699,9.2,3.6,6.2,1.6,2024,2,0,7,2792.9646017699115,2627.7848837209303,0.9946420367231191,1.057164160281783
2024-02-13,2450,1501710.6192,9304,11882,131.8662745234164,9.1,3.0,5.7,1.7,2024,2,1,7,2792.9646017699115,2273.502923976608,0.8772041000617861,1.077632218618254
2024-02-14,2448,1567167.8387,9398,12427,132.989489252863,12.6,7.6,10.5,7.7,2024,2,2,7,2792.9646017699115,2336.3274853801167,0.8764880150821438,1.0477983139430105
2024-02-15,2452,1461866.3764,9142,12269,125.41808019086211,15.8,10.9,12.5,1.6,2024,2,3,7,2792.9646017699115,2180.33918128655,0.8779201850414283,1.1245956688964107
2024-02-16,2642,1504550.7694,9899,13650,117.60068553489096,12.8,9.4,11.2,0.7,2024,2,4,7,2792.9646017699115,2145.7719298245615,0.9459482581074444,1.2312585337137905
2024-02-17,2644,1670695.4751,10288,13128,128.36667233136913,12.6,5.6,9.2,0.3,2024,2,5,7,2792.9646017699115,2058.5555555555557,0.9466643430870867,1.2843957467479894
2024-02-18,3973,2527297.6342,15423,19402,130.53200344499197,10.2,8.5,9.2,19.2,2024,2,6,7,2792.9646017699115,3028.8720930232557,1.4225028120593781,1.3117094013812802
2024-02-19,3179,1888429.1174,11925,16120,121.79586855553872,10.7,6.5,8.4,1.6,2024,2,0,8,2792.9646017699115,2627.7848837209303,1.1382170751413951,1.209764170459247
2024-02-20,2727,1559287.7056,10167,13411,121.4800325248658,11.2,5.6,8.0,0.6,2024,2,1,8,2792.9646017699115,2273.502923976608,0.9763818697422411,1.1994706368048893
2024-02-21,2732,1748121.5508,10320,19498,126.35768884024804,10.6,8.1,9.2,5.8,2024,2,2,8,2792.9646017699115,2336.3274853801167,0.9781720821913468,1.169356615070386
2024-02-22,2507,1543798.5916,9427,12410,128.36055918085668,12.6,6.3,10.2,7.2,2024,2,3,8,2792.9646017699115,2180.33918128655,0.8976125219815909,1.1498211019263058
2024-02-23,2503,1526062.9981,9146,12651,125.31069623313492,8.6,2.5,5.1,6.0,2024,2,4,8,2792.9646017699115,2145.7719298245615,0.8961803520223064,1.1664799810316493
2024-02-24,2393,1606733.2517,9084,12219,138.3545288279641,6.4,2.4,4.3,4.6,2024,2,5,8,2792.9646017699115,2058.5555555555557,0.8567956781419813,1.1624655907594321
2024-02-25,3650,2635430.2593,14034,18835,142.1836603836851,8.9,3.2,5.6,1.7,2024,2,6,8,2792.9646017699115,3028.8720930232557,1.3068550878471508,1.2050690448129053
2024-02-26,2846,1765964.7762,10628,14467,130.9311474231168,6.3,3.5,4.8,4.8,2024,2,0,9,2792.9646017699115,2627.7848837209303,1.0189889260309564,1.0830414687408043
2024-02-27,2718,1783406.6744,10743,13673,140.64872793924593,8.8,1.1,4.1,0.0,2024,2,1,9,2792.9646017699115,2273.502923976608,0.9731594873338508,1.1955119878385365
2024-02-28,2489,1541022.8008,9237,12623,128.6740855077373,8.9,1.0,5.1,0.4,2024,2,2,9,2792.9646017699115,2336.3274853801167,0.8911677571648104,1.0653472236128076
2024-02-29,2170,1298377.4229,7813,11329,125.81195607595367,8.9,5.9,7.7,8.9,2024,2,3,9,2792.9646017699115,2180.33918128655,0.7769522029118677,0.9952579940885854
2024-03-01,2219,1334124.4165,8207,11242,128.4439196842316,9.6,5.3,8.1,4.6,2024,3,4,9,2482.8548387096776,2145.7719298245615,0.8937292528761765,1.0341266791487134
2024-03-02,2142,1462338.0373,8390,10716,143.00685478304314,12.6,4.4,8.8,1.8,2024,3,5,9,2482.8548387096776,2058.5555555555557,0.862716565867855,1.0405354347708748
2024-03-03,3359,2383656.1602,12676,17555,141.39752485927892,14.6,6.9,10.0,0.4,2024,3,6,9,2482.8548387096776,3028.8720930232557,1.3528781254669118,1.1089936771305613
2024-03-04,2754,1766677.2413,10120,13998,134.25636309260892,10.6,4.2,7.2,0.0,2024,3,0,10,2482.8548387096776,2627.7848837209303,1.1092070132586707,1.0480309925903637
2024-03-05,2576,1654430.9029,10235,13058,137.6505342453993,8.8,3.1,5.6,0.9,2024,3,1,10,2482.8548387096776,2273.502923976608,1.0375153471874858,1.1330533041471929
2024-03-06,2523,1505831.3486,9440,12439,128.08357491806555,11.1,1.8,5.8,0.1,2024,3,2,10,2482.8548387096776,2336.3274853801167,1.0161689522337058,1.0798999779731273
2024-03-07,2293,1423670.8504,8382,11711,130.6554624394607,9.1,2.5,5.3,0.0,2024,3,3,10,2482.8548387096776,2180.33918128655,0.9235336533776805,1.0516712352281687
2024-03-08,2070,1227403.1985,7532,10529,125.18654813782472,9.9,0.6,5.1,0.0,2024,3,4,10,2482.8548387096776,2145.7719298245615,0.8337176897042297,0.9646877989354831
2024-03-09,2065,1321207.6681,7712,10281,133.75026245915936,13.1,3.2,7.8,0.0,2024,3,5,10,2482.8548387096776,2058.5555555555557,0.8317038788595335,1.00313056620068
2024-03-10,3183,2238903.3793,12090,16592,140.90685933292096,13.4,6.3,9.4,0.0,2024,3,6,10,2482.8548387096776,3028.8720930232557,1.2819919837336053,1.0508862382573911
